dataset,fraction_label,model,mode,n,psnr_full_mean,psnr_full_std,psnr_patch_mean,psnr_patch_std,ssim_full_mean,ssim_full_std,ssim_patch_mean,ssim_patch_std,lpips_full_mean,lpips_full_std,lpips_patch_mean,lpips_patch_std
imagenet_val,25,vqgan,closest,50000,24.602735316784834,3.099189367333204,20.001637822711462,3.1630388315189104,0.8415681423628331,0.04866403729387,0.5791058937624097,0.11826023692389331,0.08002363453865051,0.022738257671989132,0.18233522084712983,0.05302592221323577
imagenet_val,25,vqgan,orthogonal,50000,15.771223377057323,1.591341843756714,10.664759464486414,1.6033308896799439,0.6036379130455851,0.061327027007314024,0.09836221897205713,0.054685079993146014,0.294944423828125,0.0366853763859489,0.6140924560546875,0.07491445396763201
imagenet_val,25,vqgan,random_uniform,50000,17.379561826298183,2.0211785538901967,12.834045839490676,2.166263246932384,0.6090864226216077,0.09698985294294715,0.23233473312467334,0.13423297631559786,0.32142336059570314,0.040792231539526186,0.7491041967773437,0.0817684542183341
imagenet_val,25,vqgan,farthest,50000,9.028045873061794,1.109307160048458,3.735026776568635,1.1348509548076484,0.47428286198973657,0.07265604131826829,0.049567331531737056,0.053216265681273654,0.4399339892578125,0.04711024724545926,0.790445537109375,0.07766400053428534
imagenet_val,50,llamagen,closest,50000,23.126577077444164,2.7121578757396967,20.44026657797825,2.7495600055561558,0.7843218703842163,0.07018362212760405,0.6289698322439193,0.1148035308423035,0.09677129650115966,0.027043733964465595,0.14440700902581216,0.039827365203917824
imagenet_val,50,llamagen,orthogonal,50000,13.993578570629081,1.5349395308424865,11.240861600025513,1.5749171072668176,0.43343006855636834,0.07188045363646488,0.12855612079365641,0.06344610460651781,0.4422509619140625,0.04269893776691426,0.6379557421875,0.06159868341614163
imagenet_val,50,llamagen,random_uniform,50000,14.026562016418614,1.5764010449047372,11.26977745668979,1.6205221670481258,0.4405217661009729,0.07331316616289088,0.13819214205808933,0.06748642537286124,0.438161220703125,0.04283444453335034,0.632664365234375,0.061490255999256026
imagenet_val,50,llamagen,farthest,50000,10.179156144976481,1.5957490143612618,7.279861637099014,1.6577808937488425,0.3520565063998103,0.05752981067870096,0.024444550194620385,0.030427463648089997,0.53218111328125,0.05663974557708321,0.742339619140625,0.08013646978474011
imagenet_val,50,vqgan,closest,50000,22.273731338982792,2.856585627838336,19.977094921895077,2.848648857692562,0.7341363110625744,0.08068026122100415,0.5794403785121441,0.11814206236582453,0.13949433839797973,0.03610806083626189,0.20564629445075988,0.05353060570701866
imagenet_val,50,vqgan,orthogonal,50000,13.093873780902582,1.3731747502836191,10.41465539264769,1.3857446083166136,0.37805932795062663,0.07300794003584439,0.09566121683275644,0.04801118484699324,0.47986068359375,0.05022822267850579,0.6554561962890625,0.06944130933027863
