model,dataset,dataset_label,code_id,imagenet_code_total,ood_code_total,l1_spatial_distance,imagenet_effective_support,ood_effective_support,effective_support_ratio,imagenet_zero_fraction,ood_zero_fraction,imagenet_max_position_mass,ood_max_position_mass,zero_fraction_delta,max_position_mass_delta
LlamaGen,objectnet,ObjectNet,2659,718,666,0.7025855939504965,207.2440808440138,198.82585809753073,0.959380153526222,0.0625,0.0859375,0.011142061281337047,0.018018018018018018,0.0234375,0.0068759567366809705
LlamaGen,objectnet,ObjectNet,2660,877,1362,0.7388457178640975,219.64406157995862,180.2390233464269,0.8205959316628881,0.03125,0.0859375,0.010262257696693273,0.02569750367107195,0.0546875,0.015435245974378679
LlamaGen,objectnet,ObjectNet,2661,710,753,0.7012999644614033,205.2527326505801,199.9176077770849,0.9740070458278495,0.0546875,0.11328125,0.014084507042253521,0.01195219123505976,0.05859375,-0.0021323158071937607
LlamaGen,objectnet,ObjectNet,2662,710,606,0.690447636312927,204.89001789405236,185.77168621824816,0.9066897847327526,0.07421875,0.1328125,0.011267605633802818,0.018151815181518153,0.05859375,0.006884209547715335
LlamaGen,objectnet,ObjectNet,2663,824,871,0.7032843623555114,214.96788201113685,177.21173364093124,0.824363769987511,0.04296875,0.09375,0.012135922330097087,0.040183696900114814,0.05078125,0.028047774570017725
LlamaGen,objectnet,ObjectNet,2664,697,612,0.7393591582974652,204.73459424998913,188.64911603888228,0.921432534301136,0.08203125,0.140625,0.01291248206599713,0.016339869281045753,0.05859375,0.0034273872150486218
LlamaGen,objectnet,ObjectNet,2665,686,424,0.811595797348589,203.59793969267747,164.98778156070702,0.8103607620477355,0.08984375,0.23828125,0.011661807580174927,0.01650943396226415,0.1484375,0.004847626382089224
LlamaGen,objectnet,ObjectNet,2666,813,1236,0.9025125688150085,214.2245735439237,138.82930664547195,0.6480550029756832,0.04296875,0.05078125,0.012300123001230012,0.0372168284789644,0.0078125,0.02491670547773439
LlamaGen,objectnet,ObjectNet,2667,765,808,0.7261211415259172,204.0506079765823,195.5711429736646,0.9584443041508073,0.06640625,0.08203125,0.01437908496732026,0.018564356435643563,0.015625,0.004185271468323303
LlamaGen,objectnet,ObjectNet,2668,1013,960,0.7466641987495887,221.08896067020655,184.81363807446743,0.8359243153263984,0.015625,0.12890625,0.011846001974333662,0.015625,0.11328125,0.0037789980256663375
LlamaGen,objectnet,ObjectNet,2669,779,502,0.7656818170194704,215.05341951887618,165.5314290868636,0.7697223762225933,0.04296875,0.25,0.011553273427471117,0.01593625498007968,0.20703125,0.004382981552608564
LlamaGen,objectnet,ObjectNet,2670,801,744,0.7142382505738794,214.92127638165448,186.59980903315184,0.8682239942675115,0.05078125,0.1640625,0.011235955056179775,0.013440860215053764,0.11328125,0.0022049051588739887
LlamaGen,objectnet,ObjectNet,2671,954,596,0.8253767253387363,219.75712568995255,178.69213077840354,0.8131346376932226,0.0234375,0.17578125,0.010482180293501049,0.016778523489932886,0.15234375,0.006296343196431837
LlamaGen,objectnet,ObjectNet,2672,835,493,0.9508933451555308,184.93580961717942,172.13532002699517,0.9307841482042797,0.08203125,0.2109375,0.017964071856287425,0.018255578093306288,0.12890625,0.0002915062370188633
LlamaGen,objectnet,ObjectNet,2673,823,763,0.7182080073381756,215.84144954036702,188.97913361962435,0.8755460733888426,0.0390625,0.08984375,0.010935601458080195,0.019659239842726082,0.05078125,0.008723638384645887
LlamaGen,objectnet,ObjectNet,2674,783,803,0.7224027394079355,208.0837960206723,197.99403964560213,0.9515110903971216,0.05859375,0.0546875,0.011494252873563218,0.017434620174346202,-0.00390625,0.005940367300782984
LlamaGen,objectnet,ObjectNet,2675,756,1321,0.7212609494971342,205.94046671296263,203.63385402311022,0.9887996141473868,0.0703125,0.08203125,0.011904761904761904,0.010598031794095382,0.01171875,-0.0013067301106665218
LlamaGen,objectnet,ObjectNet,2676,783,900,0.6788761174968073,216.9043150895385,208.00942969903934,0.9589916623520038,0.03125,0.05078125,0.016602809706257982,0.016666666666666666,0.01953125,6.385696040868416e-05
LlamaGen,objectnet,ObjectNet,2677,787,615,0.7412774661418788,216.89435357977285,176.52081832268118,0.8138562180585192,0.02734375,0.1875,0.011435832274459974,0.013008130081300813,0.16015625,0.0015722978068408392
LlamaGen,objectnet,ObjectNet,2678,1078,1121,0.8505922521469864,213.4399221711602,165.25207048935596,0.7742322467529679,0.0234375,0.1484375,0.012987012987012988,0.02230151650312221,0.125,0.009314503516109223
LlamaGen,objectnet,ObjectNet,2679,719,1114,1.132834602217822,202.55013581337752,99.3417980390754,0.4904553514128739,0.07421875,0.21484375,0.012517385257301807,0.05296229802513465,0.140625,0.04044491276783284
LlamaGen,objectnet,ObjectNet,2680,779,800,0.7897625160462132,210.80244313739783,186.02318590413165,0.8824527037520365,0.0546875,0.140625,0.014120667522464698,0.01375,0.0859375,-0.0003706675224646981
LlamaGen,objectnet,ObjectNet,2681,824,693,0.748441418344331,207.0600651207742,193.72447641473977,0.9355955543708728,0.078125,0.109375,0.012135922330097087,0.017316017316017316,0.03125,0.005180094985920229
LlamaGen,objectnet,ObjectNet,2682,955,2305,0.9623150219759004,218.71865251805886,118.75325877623193,0.5429498463393599,0.0234375,0.0390625,0.012565445026178011,0.04468546637744035,0.015625,0.03212002135126234
LlamaGen,objectnet,ObjectNet,2683,733,1231,0.8943360636933781,206.42131406105779,159.98766157442975,0.7750539826866264,0.078125,0.046875,0.010914051841746248,0.02761982128350934,-0.03125,0.016705769441763094
LlamaGen,objectnet,ObjectNet,2684,837,655,0.7750873256906253,215.1893442004028,183.39577603194982,0.8522530551566528,0.02734375,0.125,0.011947431302270013,0.025954198473282442,0.09765625,0.01400676717101243
LlamaGen,objectnet,ObjectNet,2685,865,691,0.7939904469521426,214.53253980460104,171.93555518746638,0.8014427804009008,0.046875,0.19140625,0.010404624277456647,0.017366136034732273,0.14453125,0.006961511757275626
LlamaGen,objectnet,ObjectNet,2686,913,542,0.6605327718118363,220.3837665597152,198.5608364927201,0.9009775973627261,0.03125,0.10546875,0.008762322015334063,0.012915129151291513,0.07421875,0.00415280713595745
LlamaGen,objectnet,ObjectNet,2687,787,934,0.6537797017378221,216.2500390472066,208.62688655331004,0.9647484341390918,0.0390625,0.05078125,0.012706480304955527,0.013918629550321198,0.01171875,0.0012121492453656714
LlamaGen,objectnet,ObjectNet,2688,761,941,1.0948846601247588,207.59376142184865,108.26775309751658,0.5215366413516976,0.0546875,0.15625,0.013140604467805518,0.053134962805526036,0.1015625,0.03999435833772052
LlamaGen,objectnet,ObjectNet,2689,883,895,0.684416381432015,220.70941375701642,189.6261986200086,0.8591667903607049,0.04296875,0.11328125,0.009060022650056626,0.01675977653631285,0.0703125,0.007699753886256223
LlamaGen,objectnet,ObjectNet,2690,615,694,0.7990300133548887,200.96301836797923,193.7923804949213,0.964318619757552,0.08984375,0.12890625,0.013008130081300813,0.012968299711815562,0.0390625,-3.98303694852508e-05
LlamaGen,objectnet,ObjectNet,2691,863,534,0.7356490944835756,219.82163826069598,177.7915034457926,0.8087989192171428,0.03125,0.17578125,0.011587485515643106,0.016853932584269662,0.14453125,0.005266447068626556
LlamaGen,objectnet,ObjectNet,2692,800,732,0.6029781420765028,217.14840095871705,205.84968955030257,0.9479677890395218,0.0390625,0.078125,0.01125,0.01639344262295082,0.0390625,0.005143442622950821
LlamaGen,objectnet,ObjectNet,2693,578,748,0.815979867882982,193.66040442083658,189.3022049337554,0.9774956605088435,0.1171875,0.13671875,0.01730103806228374,0.013368983957219251,0.01953125,-0.003932054105064487
LlamaGen,objectnet,ObjectNet,2694,857,617,0.6406918711195249,216.03061385142115,203.92849401594484,0.9439796072430745,0.03125,0.08984375,0.010501750291715286,0.011345218800648298,0.05859375,0.000843468508933012
LlamaGen,objectnet,ObjectNet,2695,648,499,0.7963024815062223,203.78365398333494,176.30407415163674,0.865153169576862,0.07421875,0.20703125,0.012345679012345678,0.01603206412825651,0.1328125,0.0036863851159108334
LlamaGen,objectnet,ObjectNet,2696,911,508,0.7080650319368695,218.71526966540503,188.3205355434414,0.8610305802221212,0.0234375,0.1484375,0.015367727771679473,0.013779527559055118,0.125,-0.0015882002126243553
LlamaGen,objectnet,ObjectNet,2697,908,896,0.7019941787287602,215.7084922571273,197.356125098001,0.9149205162620578,0.046875,0.07421875,0.009911894273127754,0.013392857142857142,0.02734375,0.003480962869729388
LlamaGen,objectnet,ObjectNet,2698,685,377,0.8449263296482024,207.12091422745488,165.42743840726936,0.7986998272207373,0.0703125,0.2578125,0.01167883211678832,0.013262599469496022,0.1875,0.0015837673527077014
LlamaGen,objectnet,ObjectNet,2699,730,1193,0.8034332694140478,210.85592050288867,173.08230702964508,0.8208558081596475,0.046875,0.07421875,0.0136986301369863,0.02933780385582565,0.02734375,0.01563917371883935
LlamaGen,objectnet,ObjectNet,2700,783,817,0.704837027970443,213.20990777655769,195.44188103523703,0.9166641600917468,0.05078125,0.1171875,0.010217113665389528,0.012239902080783354,0.06640625,0.0020227884153938263
LlamaGen,objectnet,ObjectNet,2701,1012,779,0.7288101193888994,215.07668251347798,182.6324672405144,0.8491504755708214,0.03125,0.171875,0.011857707509881422,0.01540436456996149,0.140625,0.0035466570600800676
LlamaGen,objectnet,ObjectNet,2702,665,401,0.7508446927793299,210.10849245453858,172.19704931789406,0.8195625379357406,0.078125,0.21484375,0.012030075187969926,0.017456359102244388,0.13671875,0.005426283914274462
LlamaGen,objectnet,ObjectNet,2703,710,740,0.6780357822611344,204.196472462051,209.8206706297509,1.0275430721201373,0.0625,0.0625,0.015492957746478873,0.013513513513513514,0.0,-0.001979444232965359
LlamaGen,objectnet,ObjectNet,2704,712,1207,0.7532465114547164,207.1757431371059,194.67309986769183,0.9396519926507998,0.06640625,0.10546875,0.012640449438202247,0.012427506213753107,0.0390625,-0.00021294322444914
LlamaGen,objectnet,ObjectNet,2705,564,391,0.8829243075583609,192.5049986302738,155.4979498477447,0.8077605826038572,0.140625,0.296875,0.012411347517730497,0.017902813299232736,0.15625,0.005491465781502239
LlamaGen,objectnet,ObjectNet,2706,686,655,0.7458082033249505,199.5371014404966,191.89691669776337,0.9617104554111628,0.1015625,0.10546875,0.014577259475218658,0.015267175572519083,0.00390625,0.0006899160973004251
LlamaGen,objectnet,ObjectNet,2707,829,941,0.6976075806734874,213.43535580753763,195.86716284568305,0.9176884593680137,0.0625,0.05078125,0.010856453558504222,0.015940488841657812,-0.01171875,0.00508403528315359
LlamaGen,objectnet,ObjectNet,2708,711,631,0.8633629115484318,205.85234748154613,162.12085657642464,0.7875589399871097,0.06640625,0.14453125,0.011251758087201125,0.04120443740095087,0.078125,0.029952679313749748
LlamaGen,objectnet,ObjectNet,2709,775,500,0.7824516129032257,213.517651494578,189.7862063581881,0.8888548793494363,0.04296875,0.13671875,0.01032258064516129,0.014,0.09375,0.00367741935483871
LlamaGen,objectnet,ObjectNet,2710,762,484,0.7752001041192165,215.77658011123583,179.67349666372436,0.8326830306194499,0.0390625,0.19140625,0.011811023622047244,0.012396694214876033,0.15234375,0.0005856705928287895
LlamaGen,objectnet,ObjectNet,2711,929,1460,0.8410457554890367,213.85362274741942,168.50242289693853,0.7879334506105384,0.03515625,0.06640625,0.010764262648008612,0.025342465753424658,0.03125,0.014578203105416045
LlamaGen,objectnet,ObjectNet,2712,644,1043,0.9710492308974946,201.9973419172117,148.68186507695683,0.7360585226804314,0.0859375,0.12109375,0.015527950310559006,0.028763183125599234,0.03515625,0.013235232815040228
LlamaGen,objectnet,ObjectNet,2713,802,531,0.7769324335113252,207.17690941540081,184.44555347819764,0.8902804564401259,0.078125,0.15625,0.011221945137157107,0.015065913370998116,0.078125,0.0038439682338410087
LlamaGen,objectnet,ObjectNet,2714,762,859,0.6850118706058134,209.23633404382903,204.42745684107442,0.9770170069900609,0.05078125,0.07421875,0.010498687664041995,0.010477299185098952,0.0234375,-2.1388478943042133e-05
LlamaGen,objectnet,ObjectNet,2715,756,532,0.7475633528265107,211.76879108466065,178.45436706816915,0.8426849213906449,0.04296875,0.18359375,0.010582010582010581,0.02443609022556391,0.140625,0.013854079643553327
LlamaGen,objectnet,ObjectNet,2716,675,443,0.8669041050079425,203.82830999659933,160.7579816688021,0.7886930999500716,0.08984375,0.26171875,0.016296296296296295,0.01805869074492099,0.171875,0.0017623944486246969
LlamaGen,objectnet,ObjectNet,2717,748,430,0.7787588608382042,208.6602662542049,184.7148931693873,0.8852422959355105,0.0625,0.1796875,0.012032085561497326,0.01627906976744186,0.1171875,0.0042469842059445345
LlamaGen,objectnet,ObjectNet,2718,624,558,0.8393300248138958,202.5217894690185,173.17203195613692,0.8550785197492468,0.09375,0.20703125,0.011217948717948718,0.014336917562724014,0.11328125,0.0031189688447752963
LlamaGen,objectnet,ObjectNet,2719,840,732,0.67903981264637,212.60488312199635,201.14696754949787,0.9461069971477385,0.046875,0.09375,0.010714285714285714,0.01092896174863388,0.046875,0.0002146760343481654
LlamaGen,objectnet,ObjectNet,2720,745,625,0.7352268456375839,207.6159720196942,196.5696708162919,0.9467945500726964,0.0703125,0.08984375,0.010738255033557046,0.0144,0.01953125,0.003661744966442953
LlamaGen,objectnet,ObjectNet,2721,701,422,0.8328657097849383,209.10955162648207,163.3581239601144,0.7812083316591377,0.0703125,0.25390625,0.011412268188302425,0.018957345971563982,0.18359375,0.007545077783261557
LlamaGen,objectnet,ObjectNet,2722,809,785,0.8196515317329721,210.87582559093934,175.37378014090478,0.8316447826556371,0.05078125,0.1015625,0.012360939431396786,0.024203821656050957,0.05078125,0.011842882224654171
LlamaGen,objectnet,ObjectNet,2723,1086,1844,0.6212912916511866,218.52969460839623,199.0221351575305,0.9107326833278967,0.03125,0.11328125,0.011049723756906077,0.016811279826464208,0.08203125,0.005761556069558131
LlamaGen,objectnet,ObjectNet,2724,941,1175,0.6654722228502951,219.38130688559983,202.83928723849428,0.9245969500230407,0.02734375,0.06640625,0.011689691817215728,0.015319148936170212,0.0390625,0.0036294571189544843
